WP_011242371.1	WP_010998064.1	62.162	37	3.88e-13	54.7
WP_011242381.1	WP_010997559.1	64.835	91	3.76e-35	113
WP_011242382.1	WP_044521757.1	48.656	372	2.12e-117	345
WP_011242384.1	WP_010997562.1	74.419	43	8.42e-11	48.1
WP_011242385.1	WP_010997563.1	36.232	138	2.32e-23	85.9
WP_011242386.1	WP_010997564.1	62.698	126	4.48e-60	178
WP_011242387.1	WP_010997565.1	60.000	395	1.51e-175	491
WP_011242388.1	WP_010997566.1	33.540	161	6.30e-27	97.4
WP_011242391.1	WP_010998434.1	73.673	490	0.0	769
WP_011242392.1	WP_010998043.1	74.609	512	0.0	802
WP_011242393.1	WP_010995909.1	59.203	853	0.0	1001
WP_011242396.1	WP_044522546.1	32.203	118	2.87e-10	58.9
WP_011242400.1	WP_010995324.1	40.870	230	3.67e-59	184
WP_011242402.1	WP_010998389.1	51.351	111	8.40e-38	120
WP_011242403.1	WP_010997044.1	28.636	220	3.16e-19	82.8
WP_011242406.1	WP_010997311.1	62.130	169	7.84e-81	234
WP_011242410.1	WP_010997288.1	63.529	85	4.82e-38	119
WP_011242411.1	WP_044521636.1	51.456	206	1.43e-66	201
WP_011242413.1	WP_010994418.1	70.000	210	8.84e-105	299
WP_011242414.1	WP_010994417.1	62.199	291	7.70e-123	350
WP_011242415.1	WP_010994416.1	68.196	327	2.59e-159	446
WP_011242416.1	WP_010994415.1	64.653	331	1.37e-156	440
WP_011242419.1	WP_044522911.1	56.296	135	2.73e-50	155
WP_011242421.1	WP_010997225.1	57.267	344	3.38e-145	412
WP_011242422.1	WP_010998804.1	75.974	308	1.22e-176	489
WP_011242426.1	WP_010998695.1	84.874	357	0.0	635
WP_011242427.1	WP_010995196.1	68.310	142	7.27e-71	207
WP_011242428.1	WP_010996240.1	57.911	316	3.86e-118	341
WP_011242429.1	WP_044520585.1	62.414	290	2.64e-127	363
WP_011242430.1	WP_044520586.1	66.926	514	0.0	713
WP_011242433.1	WP_010997800.1	48.837	86	2.10e-26	90.9
WP_011242435.1	WP_010994488.1	52.931	580	0.0	599
WP_011242436.1	WP_010995306.1	41.758	91	7.05e-13	61.2
WP_011242437.1	WP_010997687.1	68.750	352	0.0	503
WP_011242439.1	WP_044522147.1	29.508	183	5.59e-12	58.9
WP_011242442.1	WP_010996895.1	56.693	381	3.47e-142	407
WP_011242443.1	WP_010995695.1	64.220	109	8.11e-53	159
WP_011242444.1	WP_010995693.1	85.106	470	0.0	853
WP_011242445.1	WP_044520749.1	61.304	230	4.50e-87	258
WP_011242446.1	WP_010995038.1	49.206	126	4.40e-29	104
WP_011242448.1	WP_010995040.1	65.657	99	2.24e-42	131
WP_011242449.1	WP_010995042.1	90.099	101	2.78e-62	182
WP_011242451.1	WP_010999204.1	92.308	273	1.31e-178	491
WP_011242452.1	WP_044521851.1	47.177	248	9.08e-68	216
WP_011242453.1	WP_010996931.1	71.716	845	0.0	1246
WP_011242454.1	WP_010999009.1	73.462	520	0.0	734
WP_011242455.1	WP_010994615.1	67.111	225	1.29e-115	328
WP_011242457.1	WP_010996124.1	48.175	137	1.59e-42	136
WP_011242458.1	WP_044521146.1	39.574	235	5.39e-45	148
WP_011242460.1	WP_010995554.1	28.013	307	9.68e-31	116
WP_011242461.1	WP_044520342.1	38.693	199	1.41e-44	145
WP_011242471.1	WP_044521920.1	32.517	286	4.44e-29	120
WP_011242471.1	WP_044521920.1	32.353	136	6.53e-08	53.1
WP_011242473.1	WP_010998590.1	41.975	81	2.13e-22	80.5
WP_011242475.1	WP_044521326.1	50.702	570	0.0	591
WP_011242477.1	WP_010999415.1	53.510	527	7.88e-175	528
WP_011242478.1	WP_010998228.1	64.188	511	0.0	679
WP_011242480.1	WP_010997721.1	90.833	360	0.0	696
WP_011242481.1	WP_010997080.1	36.111	252	4.07e-42	141
WP_011242482.1	WP_044520872.1	65.799	269	4.30e-132	372
WP_011242486.1	WP_010997720.1	83.333	168	4.29e-106	298
WP_011242490.1	WP_010995804.1	25.382	524	1.58e-34	135
WP_011242491.1	WP_010995113.1	77.978	445	0.0	743
WP_011242493.1	WP_010995718.1	67.241	754	0.0	1045
WP_011242496.1	WP_010998220.1	44.301	544	1.02e-143	423
WP_011242497.1	WP_010998848.1	30.851	188	1.17e-19	81.6
WP_011242500.1	WP_041456203.1	77.005	187	2.61e-109	308
WP_011242502.1	WP_010998961.1	46.667	435	6.56e-133	389
WP_011242503.1	WP_044522644.1	56.757	296	6.29e-107	311
WP_011242507.1	WP_010994363.1	50.980	153	3.26e-45	144
WP_011242509.1	WP_010995770.1	77.273	396	0.0	670
WP_011242514.1	WP_010994396.1	37.500	592	1.75e-125	389
WP_011242517.1	WP_010996799.1	22.924	554	6.42e-26	111
WP_011242519.1	WP_010999093.1	52.778	216	3.39e-76	226
WP_011242520.1	WP_010994235.1	65.549	328	1.29e-161	452
WP_011242521.1	WP_010994403.1	90.000	100	5.79e-50	151
WP_011242523.1	WP_010994401.1	82.723	191	8.19e-122	340
WP_011242524.1	WP_010994400.1	80.914	372	0.0	600
WP_011242527.1	WP_010997230.1	71.038	183	2.06e-95	273
WP_011242528.1	WP_010997231.1	64.062	64	5.38e-19	70.1
WP_011242533.1	WP_010995432.1	26.800	250	5.18e-12	61.6
WP_011242535.1	WP_010999221.1	53.023	215	2.02e-70	213
WP_011242536.1	WP_010998300.1	36.090	133	4.38e-12	60.8
WP_011242537.1	WP_010996510.1	48.837	43	4.87e-14	57.0
WP_011242545.1	WP_010998457.1	67.123	73	4.82e-29	96.3
WP_011242547.1	WP_010994743.1	30.314	287	7.38e-38	134
WP_011242548.1	WP_010996241.1	61.932	176	5.08e-73	215
WP_011242549.1	WP_010997723.1	47.253	273	5.78e-81	243
WP_011242552.1	WP_010998703.1	74.376	441	0.0	660
WP_011242557.1	WP_044520747.1	64.765	298	1.60e-147	415
WP_011242559.1	WP_010995441.1	75.893	336	0.0	539
WP_011242560.1	WP_010998357.1	66.923	260	1.92e-128	363
WP_011242561.1	WP_010998257.1	50.802	187	3.39e-62	188
WP_011242566.1	WP_010998970.1	50.647	464	4.56e-164	469
WP_011242567.1	WP_010998953.1	40.556	180	5.89e-34	117
WP_011242568.1	WP_010997868.1	61.920	323	4.53e-147	414
WP_011242570.1	WP_010998727.1	67.048	437	0.0	595
WP_011242576.1	WP_010995005.1	60.000	95	1.66e-38	123
WP_011242588.1	WP_010997577.1	65.625	64	2.38e-27	91.3
WP_011242589.1	WP_010997578.1	76.724	116	1.72e-50	153
WP_011242590.1	WP_010997579.1	36.981	265	2.78e-57	181
WP_011242592.1	WP_010997580.1	52.601	173	6.95e-57	174
WP_011242597.1	WP_010999215.1	61.945	473	0.0	551
WP_011242609.1	WP_010998792.1	58.919	185	1.12e-76	225
WP_011242610.1	WP_044523110.1	50.392	383	5.70e-140	401
WP_011242613.1	WP_010994287.1	71.387	346	0.0	506
WP_011242614.1	WP_010994286.1	62.805	164	1.04e-66	198
WP_011242617.1	WP_010997090.1	51.471	68	6.14e-23	80.9
WP_011242621.1	WP_010994472.1	39.011	182	9.29e-35	121
WP_011242622.1	WP_010994778.1	54.153	301	1.46e-114	331
WP_011242624.1	WP_010994783.1	63.688	526	0.0	699
WP_011242625.1	WP_010994784.1	57.175	446	4.18e-175	495
WP_011242626.1	WP_010997029.1	55.160	281	1.23e-95	280
WP_011242627.1	WP_010994786.1	53.191	658	0.0	688
WP_011242628.1	WP_010997031.1	67.547	265	1.41e-135	382
WP_011242632.1	WP_010996609.1	80.447	179	3.35e-105	296
WP_011242633.1	WP_010996608.1	65.325	323	2.77e-151	425
WP_011242635.1	WP_010998829.1	58.594	256	4.72e-108	311
WP_011242637.1	WP_010996507.1	66.942	242	4.66e-113	322
WP_011242640.1	WP_010999099.1	38.903	383	3.37e-71	225
WP_011242642.1	WP_010995712.1	53.082	292	1.45e-98	289
WP_011242644.1	WP_010994323.1	83.133	83	3.35e-45	138
WP_011242647.1	WP_010997036.1	87.629	97	6.40e-58	171
WP_011242648.1	WP_010997037.1	81.151	504	0.0	869
WP_011242656.1	WP_010994349.1	41.772	79	1.46e-16	66.6
WP_011242657.1	WP_010994348.1	37.500	80	1.89e-15	62.4
WP_011242661.1	WP_010998483.1	31.017	806	1.04e-134	417
WP_011242664.1	WP_044520512.1	58.203	256	4.43e-93	272
WP_011242666.1	WP_010998877.1	66.781	292	1.15e-133	378
WP_011242667.1	WP_010996713.1	51.429	70	6.06e-27	91.3
WP_011242674.1	WP_010995135.1	43.979	191	5.63e-52	163
WP_011242675.1	WP_010998241.1	59.167	120	2.97e-51	156
WP_011242678.1	WP_010998686.1	76.655	287	2.52e-170	471
WP_011242678.1	WP_010998686.1	35.294	136	5.22e-20	85.5
WP_011242679.1	WP_010995876.1	34.951	206	1.09e-27	104
WP_011242681.1	WP_010997982.1	74.026	231	1.05e-124	351
WP_011242683.1	WP_010997984.1	66.337	101	4.45e-48	148
WP_011242685.1	WP_010997986.1	76.250	80	7.25e-45	136
WP_011242686.1	WP_010997987.1	80.000	45	6.28e-22	75.9
WP_011242692.1	WP_010998024.1	80.645	155	3.23e-92	262
WP_011242696.1	WP_010996233.1	46.606	442	4.20e-133	387
WP_011242700.1	WP_010999723.1	55.629	151	1.99e-53	164
WP_011242701.1	WP_010999724.1	54.321	162	2.78e-55	169
WP_011242702.1	WP_010996546.1	25.000	252	5.28e-13	65.5
WP_011242703.1	WP_010999725.1	67.485	163	1.20e-79	231
WP_011242707.1	WP_044523051.1	43.284	201	9.44e-60	184
WP_011242709.1	WP_044522357.1	45.085	590	4.53e-166	486
WP_011242711.1	WP_010997087.1	57.490	494	0.0	536
WP_011242712.1	WP_010993922.1	41.704	223	6.84e-56	175
WP_011242712.1	WP_010993922.1	45.000	60	1.67e-12	62.0
WP_011242714.1	WP_010996584.1	35.465	172	2.92e-27	112
WP_011242716.1	WP_010994972.1	77.922	77	9.85e-42	129
WP_011242719.1	WP_010994409.1	85.207	169	4.06e-105	298
WP_011242720.1	WP_010994410.1	68.654	520	0.0	753
WP_011242725.1	WP_010997164.1	72.917	240	1.13e-122	346
WP_011242728.1	WP_010999574.1	57.703	714	0.0	883
WP_011242730.1	WP_044521388.1	69.863	73	4.43e-37	116
WP_011242733.1	WP_416365182.1	47.500	80	3.96e-10	58.9
WP_011242734.1	WP_010999343.1	73.987	469	0.0	744
WP_011242735.1	WP_010998618.1	30.435	230	3.24e-17	77.0
WP_011242737.1	WP_010998583.1	56.047	678	0.0	748
WP_011242738.1	WP_010998584.1	83.099	71	1.52e-40	125
WP_011242739.1	WP_010998585.1	81.250	64	1.88e-35	111
WP_011242746.1	WP_010998271.1	60.000	135	3.66e-52	159
WP_011242747.1	WP_010994919.1	61.922	281	2.94e-124	354
WP_011242748.1	WP_010999064.1	30.159	315	1.83e-28	111
WP_011242749.1	WP_010994698.1	60.703	313	1.34e-137	389
WP_011242753.1	WP_010998076.1	76.667	90	5.68e-49	147
WP_011242754.1	WP_010996921.1	43.662	213	2.11e-44	148
WP_011242755.1	WP_010999293.1	48.408	157	1.92e-52	161
WP_011242756.1	WP_010994828.1	75.852	352	0.0	525
WP_011242760.1	WP_044522734.1	54.293	396	5.70e-133	384
WP_011242762.1	WP_010999376.1	55.752	226	5.21e-89	259
WP_011242766.1	WP_010997942.1	35.897	117	1.15e-16	70.9
WP_011242767.1	WP_010996922.1	50.000	202	1.98e-58	180
WP_011242769.1	WP_010996796.1	26.452	155	1.62e-09	53.9
WP_011242770.1	WP_010997508.1	46.269	402	1.24e-113	335
WP_011242771.1	WP_010996701.1	60.714	252	3.69e-119	339
WP_011242773.1	WP_010994435.1	47.445	137	8.43e-35	115
WP_011242774.1	WP_010998049.1	53.459	318	1.85e-127	364
WP_011242775.1	WP_010998050.1	72.286	350	0.0	539
WP_011242776.1	WP_010994888.1	75.299	753	0.0	1226
WP_011242778.1	WP_010999059.1	54.825	456	5.22e-173	491
WP_011242780.1	WP_011321462.1	52.423	227	8.48e-87	254
WP_011242782.1	WP_010998919.1	66.585	817	0.0	1044
WP_011242783.1	WP_010998920.1	30.744	309	2.76e-33	121
WP_011242788.1	WP_010994246.1	64.000	225	1.86e-98	285
WP_011242790.1	WP_010999383.1	70.625	160	8.32e-82	236
WP_011242791.1	WP_044523373.1	51.596	376	1.55e-135	389
WP_011242795.1	WP_010998735.1	23.639	643	1.13e-22	102
WP_011242797.1	WP_231865561.1	55.000	80	6.93e-20	78.6
WP_011242798.1	WP_231865561.1	52.439	82	1.37e-19	77.8
WP_011242799.1	WP_010999079.1	46.795	312	1.34e-97	288
WP_011242800.1	WP_010998728.1	26.496	468	5.40e-31	125
WP_011242801.1	WP_044520897.1	49.643	280	2.47e-77	236
WP_011242802.1	WP_010995516.1	71.429	70	9.02e-34	107
WP_011242804.1	WP_010995226.1	25.843	267	1.22e-18	80.9
WP_011242806.1	WP_010994708.1	54.244	271	1.27e-85	254
WP_011242807.1	WP_010994705.1	69.939	163	1.14e-85	246
WP_011242808.1	WP_010994704.1	79.070	172	1.02e-100	285
WP_011242809.1	WP_010998260.1	51.948	77	7.01e-22	84.7
WP_011242810.1	WP_010994706.1	56.897	290	8.41e-118	337
WP_011242816.1	WP_010994691.1	69.583	240	7.82e-133	371
WP_011242817.1	WP_044521014.1	55.502	209	9.71e-64	195
WP_011242818.1	WP_010998887.1	37.391	115	4.40e-26	91.7
WP_011242819.1	WP_010998136.1	44.828	174	6.43e-50	157
WP_011242829.1	WP_010995432.1	26.357	258	4.36e-13	65.5
WP_011242830.1	WP_010996914.1	59.498	279	9.23e-128	364
WP_011242832.1	WP_010998511.1	49.562	571	0.0	572
WP_011242835.1	WP_010998631.1	61.644	73	1.58e-31	103
WP_011242836.1	WP_010995259.1	45.200	250	3.61e-73	221
WP_011242837.1	WP_010994212.1	34.356	489	4.02e-84	264
WP_011242838.1	WP_010994211.1	41.667	324	1.32e-65	206
WP_011242839.1	WP_010998012.1	57.746	497	0.0	593
WP_011242840.1	WP_190449811.1	27.835	194	3.95e-20	82.0
WP_011242842.1	WP_010995102.1	38.667	150	1.63e-32	111
WP_011242843.1	WP_044522768.1	60.486	453	6.78e-162	494
WP_011242843.1	WP_044522768.1	36.364	77	4.42e-09	57.4
WP_011242845.1	WP_044522204.1	64.255	235	3.63e-108	310
WP_011242847.1	WP_010998014.1	53.878	245	5.69e-87	256
WP_011242850.1	WP_010997867.1	43.612	454	2.83e-122	362
WP_011242851.1	WP_010996643.1	32.353	204	6.21e-25	98.6
WP_011242851.1	WP_010996643.1	30.435	184	1.97e-15	72.0
WP_011242851.1	WP_010996643.1	26.400	125	9.95e-07	46.6
WP_011242859.1	WP_010997818.1	79.592	49	1.37e-22	78.6
WP_011242865.1	WP_010995842.1	44.866	448	6.60e-118	349
WP_011242866.1	WP_044521660.1	50.857	175	4.93e-61	185
WP_011242868.1	WP_044522660.1	70.370	108	1.10e-54	163
WP_011242869.1	WP_010995860.1	74.830	147	1.38e-80	232
WP_011242870.1	WP_010998317.1	65.323	372	1.50e-180	504
WP_011242871.1	WP_044522116.1	53.392	457	7.27e-148	430
WP_011242872.1	WP_010998314.1	38.047	297	8.22e-65	202
WP_011242873.1	WP_010998313.1	54.795	219	5.87e-84	246
WP_011242875.1	WP_010997940.1	24.868	378	1.73e-13	70.5
WP_011242878.1	WP_010998260.1	62.443	442	0.0	556
WP_011242879.1	WP_010998262.1	78.916	332	0.0	565
WP_011242881.1	WP_010997505.1	57.295	281	4.99e-117	336
WP_011242883.1	WP_010998010.1	66.154	130	4.16e-59	184
WP_011242885.1	WP_010999249.1	64.128	499	0.0	661
WP_011242886.1	WP_010995534.1	73.145	283	6.49e-156	433
WP_011242887.1	WP_044522887.1	72.240	317	8.15e-170	472
WP_011242889.1	WP_010998813.1	27.477	222	4.35e-14	68.9
WP_011242895.1	WP_010997880.1	70.920	337	4.01e-150	424
WP_011242896.1	WP_044522749.1	65.217	184	1.37e-87	254
WP_011242897.1	WP_044521937.1	69.500	200	3.85e-107	305
WP_011242898.1	WP_010995267.1	70.263	380	0.0	514
WP_011242899.1	WP_010998944.1	39.375	160	3.47e-36	120
WP_011242901.1	WP_010995158.1	54.795	146	2.91e-62	186
WP_011242904.1	WP_010995201.1	21.445	443	3.40e-18	83.6
WP_011242905.1	WP_010996688.1	37.269	271	7.32e-44	149
WP_011242907.1	WP_010995991.1	45.342	322	2.67e-95	285
WP_011242908.1	WP_044523614.1	27.347	245	4.67e-22	95.5
WP_011242908.1	WP_044523614.1	35.461	141	8.31e-13	67.4
WP_011242909.1	WP_010997248.1	66.172	337	5.29e-164	458
WP_011242910.1	WP_010995200.1	48.184	413	1.71e-122	359
WP_011242912.1	WP_010997786.1	82.512	629	0.0	1060
WP_011242913.1	WP_010998322.1	76.287	544	0.0	869
WP_011242917.1	WP_010998045.1	64.935	231	1.80e-110	314
WP_011242921.1	WP_010994790.1	47.619	147	9.90e-49	152
WP_011242925.1	WP_010996427.1	55.596	277	2.52e-106	308
WP_011242928.1	WP_010999464.1	29.369	412	5.09e-22	94.7
WP_011242929.1	WP_010997660.1	64.235	425	0.0	534
WP_011242931.1	WP_010998194.1	70.934	289	5.82e-157	437
WP_011242933.1	WP_199315895.1	74.737	95	1.18e-48	147
WP_011242934.1	WP_010998905.1	53.086	81	7.79e-28	94.0
WP_011242937.1	WP_010994495.1	48.864	88	7.98e-27	91.7
WP_011242939.1	WP_010996933.1	68.531	143	4.60e-66	195
WP_011242940.1	WP_010997072.1	64.039	203	6.41e-85	247
WP_011242942.1	WP_010999058.1	50.221	679	0.0	572
WP_011242943.1	WP_010996543.1	51.852	81	6.13e-24	84.0
WP_011242944.1	WP_010996542.1	60.145	138	8.27e-63	186
WP_011242945.1	WP_010996541.1	67.241	116	4.12e-57	170
WP_011242949.1	WP_010995439.1	77.842	871	0.0	1407
WP_011242952.1	WP_010996485.1	41.791	67	5.07e-15	60.1
WP_011242955.1	WP_010997607.1	59.770	87	1.10e-32	106
WP_011242956.1	WP_010997606.1	68.657	268	1.70e-130	368
WP_011242957.1	WP_010998078.1	29.487	156	8.40e-10	57.4
WP_011242958.1	WP_010995416.1	55.932	177	1.01e-71	212
WP_011242960.1	WP_010997722.1	62.379	311	5.70e-137	390
WP_011242961.1	WP_044522154.1	67.059	85	1.97e-39	125
WP_011242964.1	WP_010998479.1	53.097	113	5.75e-38	122
WP_011242965.1	WP_006196398.1	93.496	123	2.19e-82	234
WP_011242966.1	WP_010998477.1	72.436	156	4.05e-84	241
WP_011242967.1	WP_010998476.1	78.849	695	0.0	1145
WP_011242968.1	WP_010998475.1	80.685	409	0.0	654
WP_011242969.1	WP_010998474.1	93.333	105	3.90e-71	204
WP_011242970.1	WP_010998473.1	69.668	211	1.11e-108	308
WP_011242972.1	WP_010998471.1	41.954	174	6.17e-44	142
WP_011242973.1	WP_010998470.1	54.144	181	1.61e-60	186
WP_011242975.1	WP_010998468.1	69.101	890	0.0	1263
WP_011242977.1	WP_044522134.1	41.781	146	8.20e-23	86.3
WP_011242980.1	WP_237087583.1	44.444	189	1.20e-50	160
WP_011242982.1	WP_010995992.1	43.243	74	2.51e-13	56.6
WP_011242987.1	WP_010998793.1	69.325	163	1.45e-79	230
WP_011242988.1	WP_011318792.1	74.419	172	4.54e-93	265
WP_011242989.1	WP_010998796.1	58.127	363	3.74e-137	394
WP_011242990.1	WP_010998797.1	44.355	124	9.89e-41	129
WP_011242991.1	WP_010996073.1	51.269	394	5.94e-135	391
WP_011242996.1	WP_010996322.1	67.826	115	6.29e-59	175
WP_011242999.1	WP_010999229.1	83.210	405	0.0	721
WP_011243002.1	WP_010997412.1	75.385	65	2.45e-32	103
WP_011243004.1	WP_010997859.1	74.242	990	0.0	1493
WP_011243004.1	WP_010997859.1	37.186	199	2.91e-32	132
WP_011243005.1	WP_010997480.1	44.699	349	1.07e-98	297
WP_011243013.1	WP_010996162.1	25.263	285	1.46e-07	49.3
WP_011243020.1	WP_010999563.1	41.892	74	9.40e-17	66.6
WP_011243023.1	WP_010998408.1	62.500	120	3.46e-57	171
WP_011243025.1	WP_010997529.1	66.775	307	6.75e-153	428
WP_011243028.1	WP_010997097.1	31.871	342	3.02e-67	213
WP_011243029.1	WP_010994318.1	60.117	341	1.66e-146	414
WP_011243030.1	WP_010994317.1	49.799	498	2.64e-179	513
WP_011243032.1	WP_010996631.1	65.315	222	6.22e-110	312
WP_011243034.1	WP_010996629.1	64.341	129	4.37e-59	176
WP_011243036.1	WP_010997063.1	61.603	237	2.49e-102	295
WP_011243037.1	WP_010997065.1	85.135	74	3.09e-44	134
WP_011243038.1	WP_010997066.1	52.913	412	1.34e-135	392
WP_011243039.1	WP_044521548.1	38.603	272	2.23e-52	172
WP_011243043.1	WP_010997978.1	35.065	231	1.72e-42	144
WP_011243044.1	WP_010995521.1	48.333	240	1.89e-60	187
WP_011243045.1	WP_010999163.1	46.748	246	1.52e-72	219
WP_011243046.1	WP_010998886.1	57.895	342	1.31e-127	367
WP_011243047.1	WP_044521605.1	68.077	260	4.30e-130	366
WP_011243052.1	WP_010996454.1	65.432	162	2.31e-62	187
WP_011243055.1	WP_010996498.1	63.707	259	8.53e-110	315
WP_011243056.1	WP_010996498.1	34.109	258	2.68e-37	128
WP_011243061.1	WP_010997939.1	55.303	264	2.12e-101	294
WP_011243062.1	WP_010995855.1	61.486	296	8.22e-129	366
WP_011243066.1	WP_010996129.1	73.077	208	5.02e-114	322
WP_011243072.1	WP_010994390.1	66.667	309	1.24e-144	407
WP_011243073.1	WP_010994391.1	55.319	141	1.98e-47	149
WP_011243074.1	WP_010994288.1	50.993	302	1.37e-97	287
WP_011243076.1	WP_010994823.1	46.392	194	1.48e-51	162
WP_011243077.1	WP_010999028.1	70.927	399	0.0	597
WP_011243082.1	WP_010999692.1	46.789	109	2.70e-29	107
WP_011243118.1	WP_010999714.1	32.636	478	2.57e-74	243
WP_011243126.1	WP_010994853.1	26.882	372	7.37e-27	108
WP_011243128.1	WP_044523344.1	50.089	563	0.0	541
WP_011243129.1	WP_010996657.1	82.108	408	0.0	696
WP_011243130.1	WP_010996656.1	60.570	421	0.0	531
WP_011243131.1	WP_010997950.1	74.350	1115	0.0	1714
WP_011243134.1	WP_010994768.1	64.621	554	0.0	733
WP_011243138.1	WP_044520859.1	31.897	116	1.78e-12	61.6
WP_011243141.1	WP_010998219.1	57.778	135	3.47e-56	171
WP_011243142.1	WP_010995056.1	60.284	282	1.45e-122	348
WP_011243143.1	WP_010995057.1	85.714	35	1.19e-17	64.7
WP_011243145.1	WP_010994315.1	85.516	504	0.0	879
WP_011243146.1	WP_010994314.1	70.968	31	1.48e-11	48.9
WP_011243148.1	WP_010994313.1	84.918	305	0.0	540
WP_011243149.1	WP_010994312.1	35.407	209	2.76e-39	134
WP_011243153.1	WP_010996919.1	49.074	108	1.26e-29	100
WP_011243154.1	WP_044520779.1	25.485	412	1.07e-22	99.0
WP_011243155.1	WP_010998268.1	63.395	377	6.63e-178	498
WP_011243156.1	WP_010996060.1	70.787	534	0.0	757
WP_011243157.1	WP_010996058.1	75.820	244	2.47e-133	374
WP_011243158.1	WP_049942362.1	56.839	329	6.60e-137	390
WP_011243163.1	WP_010997932.1	63.902	205	2.27e-95	274
WP_011243167.1	WP_044520692.1	73.394	327	0.0	512
WP_011243168.1	WP_044521944.1	63.910	133	1.30e-57	181
WP_011243171.1	WP_010995850.1	74.096	332	0.0	506
WP_011243173.1	WP_010997370.1	78.788	99	3.87e-54	161
WP_011243174.1	WP_010998492.1	30.890	191	3.64e-12	60.5
WP_011243175.1	WP_010998421.1	66.935	248	7.20e-127	357
WP_011243177.1	WP_010996423.1	42.857	224	2.95e-47	176
WP_011243182.1	WP_010998216.1	48.571	70	2.25e-21	76.6
WP_011243183.1	WP_010998217.1	85.437	103	1.52e-62	183
WP_011243185.1	WP_010998428.1	92.330	352	0.0	666
WP_011243187.1	WP_044522147.1	64.286	196	5.82e-90	264
WP_011243188.1	WP_010995094.1	53.307	514	0.0	536
WP_011243189.1	WP_010998386.1	53.171	820	0.0	824
WP_011243190.1	WP_010998388.1	50.318	157	6.35e-55	168
WP_011243194.1	WP_010995857.1	50.743	471	2.34e-145	439
WP_011243195.1	WP_010996712.1	56.354	181	5.45e-76	223
WP_011243197.1	WP_010998846.1	61.644	584	0.0	723
WP_011243198.1	WP_010997688.1	76.596	423	0.0	647
WP_011243199.1	WP_010996477.1	77.612	134	1.52e-82	236
