protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed,mesor_vijayan,amplitude_vijayan,peak_time_h_vijayan,r2_vijayan,p_value_vijayan,n_points_vijayan,amp_pct_vijayan,mesor_markson,amplitude_markson,peak_time_h_markson,r2_markson,p_value_markson,n_points_markson,amp_pct_markson,repro_dphi_h,mesor_anabaena,amplitude_anabaena,peak_time_h_anabaena,r2_anabaena,p_value_anabaena,n_points_anabaena,amp_pct_anabaena,mesor_anabaena_1st,amplitude_anabaena_1st,peak_time_h_anabaena_1st,r2_anabaena_1st,p_value_anabaena_1st,n_points_anabaena_1st,amp_pct_anabaena_1st,mesor_anabaena_2nd,amplitude_anabaena_2nd,peak_time_h_anabaena_2nd,r2_anabaena_2nd,p_value_anabaena_2nd,n_points_anabaena_2nd,amp_pct_anabaena_2nd,gene_symbol_7942,published_amplitude_cv_7942,published_tier_7942,gene_symbol_anabaena,published_tier_anabaena
WP_011377512.1,WP_044521582.1,Synpcc7942_0260,alr2999,RBH,True,0.0925235653717949,0.0738938886675641,4.947465112556951,0.0532165067435049,0.7008569822987285,16,0.2129977460555973,-0.3329910627500007,0.2170428335955021,16.93995436428265,0.523869326175004,0.2267004185570446,7,0.7407963936889557,-11.992489251725695,11.985678751937215,0.10714100350828,5.4974826729317074,0.041991041665779605,0.6373536641427775,24.0,0.1962143928035982,12.174242058135642,0.09175221572271432,8.87740204750227,0.030298670107283154,0.8707048438351825,12.0,0.10944527736131934,11.797115445738779,0.17154880949445075,3.867569563932069,0.23232622911571943,0.3042952410905401,12.0,0.2908545727136432,clpC,0.0520038950231666,AR,clpB,AR
WP_011243979.1,WP_010995247.1,Synpcc7942_2437,alr1073,RBH,True,0.0272927733717948,0.1138061963999073,18.484641993446974,0.3558691493476679,0.057323361672399,16,0.3906836964688204,-0.1147131617000001,0.0672600827612654,12.617211992775346,0.6083458102102679,0.1533930043798514,7,0.2103681442524417,5.867430000671629,9.32758626500492,0.028539548807322204,2.3255781147458863,0.002629314187812537,0.9727344454731559,24.0,0.017616191904047975,9.233379350356499,0.10399378383208306,7.7906359894695285,0.059717319098598454,0.7579891097440082,12.0,0.1424287856071964,9.42179317965334,0.1114250953617756,21.82268621668854,0.030810914864623173,0.8686369819978133,12.0,0.14449025487256373,ileS,0.07252603495028002,AR,ileS,AR
WP_039755993.1,WP_044522472.1,Synpcc7942_1089,alr5084,RBH,True,-0.0205689123846153,0.0886624816753683,12.664537286096328,0.5215575151986622,0.0082964689473641,16,0.2753568745304282,-0.050277726,0.0146325720714882,16.296982083398166,0.0160456722440154,0.9681661191097312,7,0.0142749812171299,-3.6324447973018383,8.608718207730117,0.08063783157952921,9.521754786592064,0.021461446795223993,0.7962847170046934,24.0,0.12312593703148426,8.527419064192532,0.030839022123923716,8.474642606501634,0.0023263976102128048,0.9895737486902652,12.0,0.01293103448275862,8.690017351267697,0.1318527314256263,9.763769699197834,0.10183281897190788,0.6167473876890509,12.0,0.19808845577211395,,0.10449260426162556,AR,clpB,AR
WP_011242949.1,WP_010995439.1,Synpcc7942_0903,all1267,RBH,True,0.065534169076923,0.1515869217203068,2.3804689453850263,0.5807469268307448,0.0035163788209105,16,0.5375657400450788,-0.1570072961500002,0.2253488845683009,22.774138115472333,0.9139027746768604,0.0074127322083434,7,0.7558226897069872,3.606330829912693,9.422441367216598,0.195824657526619,23.405060181739582,0.053382005895628803,0.562127632263885,24.0,0.49325337331334335,9.15702822078966,0.11677636981901993,7.425681248365128,0.03752900674766679,0.8418688173936764,12.0,0.174287856071964,9.68785451364354,0.46172316101327127,22.564273251281676,0.269322969709319,0.24364895186463856,12.0,0.8197151424287856,acnB,0.09730876752247418,AR,-,AR
WP_011378125.1,WP_010995954.1,Synpcc7942_1650,alr1786,RBH,True,0.0436346166923077,0.0874690835196254,23.722353893074427,0.4276315782792361,0.0266006239511756,16,0.2708489857250188,0.0162056204000001,0.1896970703080288,23.906466534161662,0.9098108445265652,0.0081340837650113,7,0.6863260706235913,-0.1841126410872391,8.670349437462276,0.15506890153912847,17.199099386274916,0.05351557933468276,0.5612953349042514,24.0,0.3566341829085457,8.768847506546614,0.28060951003434204,16.769922012996187,0.28914556567441785,0.2152846404530365,12.0,0.6458020989505248,8.571851368377935,0.04437833415381251,20.209131682891353,0.003352033412526989,0.9850040872930195,12.0,0.024550224887556222,,0.14390863222120054,AR,-,AR
WP_011378362.1,WP_010997727.1,Synpcc7942_2199,all3578,RBH,True,-0.038942316525641,0.174172195624696,12.865193862259217,0.5677117166786425,0.0042906937742796,16,0.6074380165289256,-0.1308311457000002,0.2352999151128691,10.099241304109986,0.9725510377266832,0.0007534455298819,7,0.7700976709241172,2.7659525581492286,7.242380947374802,0.1512125129475119,19.6256806851191,0.01609095885027656,0.8433871678133891,24.0,0.34351574212893554,7.104787842215453,0.5526571570532801,16.925296160178302,0.25319267968081094,0.2688057462849546,12.0,0.9460269865067467,7.379974052534146,0.37779386131152815,2.836719862472916,0.09149508915042925,0.649340896644347,12.0,0.7190779610194903,dnaE,0.14203818390344244,AR,-,AR
WP_011244356.1,WP_010998738.1,Synpcc7942_2047,all4607,RBH,True,-0.0507171872948718,0.0812398839550851,7.6212174643643475,0.4060203773063282,0.0338466000831514,16,0.2460555972952667,-0.2180903360000003,0.1295652275000923,22.42293593320079,0.7421647834977929,0.06647899886874,7,0.5093914350112697,9.198281531163552,9.832942761361862,0.1255505588483287,22.138117162554188,0.0944580835335298,0.3528091663179203,24.0,0.25618440779610197,9.817958361267717,0.14095816874714961,20.900969621931505,0.08500469282569445,0.670478567844115,12.0,0.2477511244377811,9.847927161456001,0.1257460738698922,23.531507049492088,0.1595330729306279,0.4574491526924266,12.0,0.1825337331334333,gcvP,0.10563289705583984,a,-,AR
WP_039755577.1,WP_010998989.1,Synpcc7942_2252,all4861,RBH,True,-0.0027651080897435,0.1443620705805094,19.94104895982116,0.614160037287008,0.0020494949150537,16,0.5146506386175808,0.1007173647000001,0.0985473446306307,13.19946929864705,0.2267392672653412,0.5979321607893414,7,0.371900826446281,6.741579661174107,9.390330396850835,0.13509138558580555,14.557130519189622,0.11880811848549822,0.2649964870783976,24.0,0.2901049475262369,9.403085119503636,0.2859994015176012,16.42235324656351,0.5466082505791072,0.028453209241045035,12.0,0.6581709145427287,9.377575674198035,0.13532376592339057,9.055600396955857,0.11669988471660453,0.5721202134984062,12.0,0.20502248875562218,ppc,0.07545220215090465,AR,"ppc, pepC",AR
WP_011244535.1,WP_010999418.1,Synpcc7942_1869,alr5294,RBH,True,0.1630867565512821,0.21646067591947,2.4774965991075915,0.5573631457671067,0.0050039067726971,16,0.7054845980465815,-0.0693286603000001,0.0758395548498571,18.624071994019435,0.2737043834282193,0.5275053226513832,7,0.2528174305033809,7.853424605088158,8.100930264241468,0.11244105864022852,17.615363160729224,0.015249758169410543,0.8509891235028862,24.0,0.21458020989505247,7.950045362778699,0.47457879697305033,19.594964754350727,0.22987239635203183,0.3086967841930718,12.0,0.9062968515742129,8.25181516570423,0.30062903660530166,9.044952359304416,0.15389334155445988,0.4714254316250517,12.0,0.5903298350824587,,0.13079888746898463,a,-,AR
WP_011243571.1,WP_010995034.1,Synpcc7942_0254,all0860,RBH,True,0.0582492926538462,0.1581896253417543,22.988307556848767,0.538219758840992,0.0065891554030843,16,0.5570999248685199,0.0497657238499999,0.245486589737551,20.068249961894892,0.7764174911444446,0.0499891382661445,7,0.786626596543952,2.9200575949538745,10.058464219595889,0.1610280359390956,7.589668366055371,0.12061998982128663,0.25933085143166124,24.0,0.37743628185907047,10.179544543266129,0.115934945159023,7.554395754007239,0.05311504972909009,0.7822353942155169,12.0,0.1724137931034483,9.937383895925647,0.20612884987189894,7.609506872952074,0.35931217127300286,0.1348680665662142,12.0,0.37743628185907047,gyrA,0.10565472754068088,a,-,AR
WP_011244354.1,WP_010999280.1,Synpcc7942_2049,alr5154,RBH,True,0.0147115330769231,0.0887978453169977,5.838334950287985,0.1653536942610645,0.3088631458844569,16,0.2764838467317806,0.2625490188500005,0.1042057133743216,21.923397690108448,0.4424212548253571,0.3108940570705293,7,0.4012021036814425,7.914937260179535,15.037146609140443,0.267423149060656,9.792221618375757,0.15326625488426415,0.17431795238000233,24.0,0.6842203898050975,14.907748579757449,0.5147154640208643,10.151817998283125,0.3709145319393232,0.12422054740879254,12.0,0.9297226386806596,15.166544638523433,0.05332264450431456,5.449008027984774,0.018709392035030525,0.9185216342353386,12.0,0.036169415292353825,psaA,0.05644283441877425,AR,psaA,AR
WP_039755798.1,WP_010996574.1,Synpcc7942_0876,alr2418,RBH,True,0.0843277006410257,0.0699620890075531,18.989187218756285,0.226460083589286,0.1884246597654545,16,0.1979714500375657,0.1020793149500001,0.1052221033712971,13.81359405657739,0.3305923197998716,0.4481066423109174,7,0.4083395942900075,5.175593162178895,10.104385713184982,0.1531921401753524,7.873436374960878,0.04962218871408952,0.5860180942916042,24.0,0.348575712143928,9.702978512874521,0.04091442862905414,13.670516675779275,0.048719299101214086,0.7987099365283571,12.0,0.02230134932533733,10.505792913495435,0.3069430923428762,7.363486187227057,0.3528754784833841,0.1410734722945734,12.0,0.6032608695652174,alaS,0.09510441388873864,AR,-,AR
WP_011377725.1,WP_010994811.1,Synpcc7942_0781,all0635,RBH,True,0.0497064297820513,0.5500971388264754,10.098093946036409,0.8525621019095688,3.944203830446926e-06,16,0.9451540195341848,-0.0073778625999999,0.1437408011940038,7.51811968299982,0.5435708526685206,0.2083275665337414,7,0.5593538692712247,2.5799742630365863,7.288698704427105,0.3148925391608049,22.622587060900294,0.13009395321807415,0.23145132508334665,24.0,0.7781109445277361,7.165292198070823,0.06897542673818628,15.172060185709823,0.008127132249783009,0.963944538801716,12.0,0.06709145427286357,7.412105210783387,0.6584768701165272,22.994786309646376,0.4937950798333631,0.04671632049938039,12.0,0.926911544227886,"ppsA, pps",0.27228595165893016,AR,-,AR
WP_011242975.1,WP_010998468.1,Synpcc7942_0877,alr4330,RBH,True,0.0200232269102564,0.1439847171488568,17.629664323813227,0.63930676437093,0.001322503972352,16,0.5131480090157776,0.1047164198500001,0.0795803786791637,15.137825039684625,0.3928016652907246,0.3686898176737173,7,0.2712246431254695,2.491839284128604,12.248188426460928,0.18455113061812115,6.4310785056126285,0.09062014313591882,0.36882976921477134,24.0,0.45483508245877063,12.2490753871175,0.25334144456467667,8.46283286379579,0.22785726995847333,0.3123482956560366,12.0,0.5764617691154422,12.24730146580435,0.19808875148123833,3.7350858127716378,0.08348563490816407,0.67550216209944,12.0,0.3575712143928036,,0.12695204666810989,AR,-,AR
WP_011244355.1,WP_010999281.1,Synpcc7942_2048,alr5155,RBH,True,0.1708612080128206,0.1726082907704093,4.779661571370651,0.308980468998405,0.0905080266397555,16,0.5987978963185575,0.2389510171500002,0.1614639665502205,19.02460687382067,0.4395037782016393,0.3141560146502371,7,0.6149511645379414,9.75505469754998,16.593503194217263,0.03955500718842275,7.1446855506556055,0.0020392584754745924,0.9787940011242793,24.0,0.03204647676161919,16.073512166489245,0.14631805236435416,5.661053885680595,0.11281851748110572,0.5835204869374248,12.0,0.2625562218890555,17.11349422194528,0.07900237751060064,16.175292417120573,0.023717886521317233,0.8976127171344835,12.0,0.07833583208395802,psaB,0.0644416590809737,AR,psaB,AR
WP_011242453.1,WP_010996931.1,Synpcc7942_1416,alr2780,RBH,True,-0.1705269639615385,0.3061304493803909,14.042709741850276,0.7551745140189681,0.000106553584515,16,0.8298271975957926,0.03611401935,0.2894530961012664,10.118303554580862,0.9771652558384608,0.0005214255409229,7,0.836213373403456,3.9244061872694136,9.812864174889677,0.11393002017975558,19.505108800101347,0.07657992575153028,0.433204311449113,24.0,0.21926536731634183,9.726583134831712,0.03189647964275908,16.984632226061336,0.01051938747972625,0.9535265752851201,12.0,0.013493253373313344,9.899145214947636,0.20360036213492316,19.87250095284125,0.1950729121236704,0.3766209222038532,12.0,0.37031484257871067,topA,0.15667253598244066,AR,-,AR
WP_011243248.1,WP_010995490.1,Synpcc7942_0587,all1318,RBH,True,-0.0670058712179487,0.1741121847019911,0.7230317675443985,0.7722482386065045,6.660415743738466e-05,16,0.6066867017280241,-0.1893306602000003,0.1228790188779984,22.243239126438564,0.2619979850998986,0.5446469739966096,7,0.4845980465815176,2.479792641105835,8.941873159446475,0.1523685008645297,19.87634978367537,0.10248019152378474,0.3213382650647706,24.0,0.3467016491754123,8.986537974672006,0.20167133521647304,18.831738233148542,0.16583448163642422,0.44221661015696273,12.0,0.4235382308845577,8.897208344220946,0.12324909465435888,21.624836677674743,0.07600737782111167,0.7006615182505994,12.0,0.17616191904047976,valS,0.14539994229797915,AR,valS,AR
WP_011378240.1,WP_010997434.1,Synpcc7942_1920,alr3283,RBH,True,-0.0619426003076923,0.2364418020986856,19.74326030217891,0.7022722034144873,0.0003800370966568,16,0.7381667918858001,-0.0252220017500002,0.2333920308683384,16.99007181987539,0.7652632636566561,0.0551013353891245,7,0.7670924117205109,2.753188482303525,9.205032621342367,0.024507861475595763,3.8052577276822017,5.755693233866488e-05,0.9993958174094252,24.0,0.013305847076461768,9.851480818998132,0.41749472602813503,20.28313354495649,0.5186998421941579,0.03722819827921644,12.0,0.860944527736132,8.5585844236866,0.4388455926225111,7.889229970455841,0.010209488334678829,0.9548711855833789,12.0,0.7976011994002998,leuS,0.1327292310369208,AR,leuS,AR
WP_011242776.1,WP_010994888.1,Synpcc7942_1085,all0713,RBH,True,0.1393202828846155,0.0846409405594466,2.7536169012132192,0.2571098676151937,0.1448804657643276,16,0.2610818933132983,0.0271584557,0.0416053782138815,20.251408478154016,0.4125633885257472,0.3450817725003521,7,0.0961682945154019,6.502208423059205,10.089429078396906,0.47507327613632727,7.933686203219008,0.5376873974580992,0.00030326702429747166,24.0,0.9293478260869565,10.237477151645766,0.44920228842661425,8.600149784874903,0.7059404696651812,0.00405469943579033,12.0,0.8868065967016492,9.94138100514804,0.5137174524786196,7.351622719389547,0.5663295537184558,0.023292667171495963,12.0,0.862256371814093,glgB,0.14103637587879672,a,glgB,a
WP_011244323.1,WP_010995653.1,Synpcc7942_2080,all1483,RBH,True,-0.0286694407948717,0.3095173255036482,12.644587004902831,0.7516725500875682,0.000116858615588,16,0.8324567993989481,-0.0387757220000001,0.2769665561295167,10.466778800384985,0.9414891979754438,0.0034235139535568,7,0.8253193087903832,2.1778082045178486,7.961036436083109,0.32871252220192904,17.84055943459112,0.0749301036742912,0.44140043588429406,24.0,0.7998500749625187,8.100327810704096,0.29533941675761466,16.235371085681265,0.08641137942534927,0.6658525489961348,12.0,0.6789730134932533,7.821745061462123,0.40607081561345815,18.99129671686557,0.0917581862738156,0.64849512330232,12.0,0.758808095952024,,0.3784032899952317,a,-,AR
WP_011378289.1,WP_010995301.1,Synpcc7942_2045,alr1128,RBH,True,-0.1096807310897436,0.1339657913141641,0.5723056915736243,0.4232840208116449,0.0279417048150601,16,0.4740796393688956,-0.2606409018500004,0.0839553856509855,21.70050398876858,0.464416808007539,0.2868493555448333,7,0.2963936889556724,2.871801702805044,9.34320040191474,0.05325178738356125,18.98312168082103,0.004618670338835673,0.952554097607915,24.0,0.05828335832083958,8.917960492802424,0.12276271485364493,20.732280159748218,0.059857770834509494,0.7574797429511917,12.0,0.19527736131934034,9.768440311027053,0.05439229292587987,12.72935706755911,0.011700178401828132,0.9484167738148989,12.0,0.037293853073463265,,0.10494416003918566,AR,-,AR
WP_011243804.1,WP_010997796.1,Synpcc7942_0003,all3652,RBH,True,0.1041555711410257,0.0947801368837848,21.85078241592553,0.4922929368495409,0.0122035401518243,16,0.3057851239669421,-0.0175849703500001,0.0809284169173628,14.859522193125224,0.1864097768031896,0.6619290512814358,7,0.2809917355371901,6.991260222800303,9.145532995129845,0.14443697913329606,23.94351359146239,0.073532213871219,0.44845450780838847,24.0,0.32065217391304346,9.028432203313702,0.22123132707800086,21.713757749533322,0.1691543466133295,0.43435175916048835,12.0,0.4788230884557721,9.262633786945983,0.16044170023876414,3.2410250693228333,0.1153116862471728,0.5761775165246327,12.0,0.26143178410794604,purL,0.07952221885276915,AR,-,AR
WP_011377486.1,WP_010995426.1,Synpcc7942_0194,alr1254,RBH,True,0.0309151605384615,0.0948578543947888,21.68611672615698,0.322742823279189,0.0794142617445031,16,0.3065364387678437,-0.0625364799500002,0.1567448576064921,15.757427503060786,0.933791244504346,0.0043835993042833,7,0.6021788129226145,5.9286892230961925,7.968048444325608,0.2560245329282119,21.286207778175232,0.16758251354289944,0.1457412685221541,24.0,0.6574212893553223,7.933932034756665,0.3911733694066041,23.07491396844843,0.4203220474454684,0.08596873224299421,12.0,0.8352698650674663,8.00216485389455,0.2402863693273378,18.133630744146224,0.1396035405560061,0.5083276877484846,12.0,0.45314842578710646,polA,0.16109781844516088,a,-,AR
WP_011242967.1,WP_010998476.1,Synpcc7942_0885,all4338,RBH,True,-0.3631503285769231,0.1596513106765287,22.49157090443912,0.1172706978930294,0.4445074361990455,16,0.5608564988730278,-0.1247286197500002,0.0826626818085372,14.851028746670536,0.234413152476268,0.586123221101326,7,0.2892561983471074,7.640542157768586,13.194421722363185,0.41647547207467095,22.94099669733806,0.5001768026429719,0.0006879744151672557,24.0,0.8956146926536732,13.161175999622216,0.39145585586421994,23.434493546542832,0.3405060980845026,0.15362027162139102,12.0,0.835832083958021,13.227667445104156,0.4476080533162583,22.50969251508954,0.8379052825602917,0.000277945647567802,12.0,0.8065967016491754,fus,0.06244904411744667,AR,fus,AR
WP_011378463.1,WP_010998533.1,Synpcc7942_2440,all4396,RBH,True,0.0279127652307692,0.2365884762921217,11.675819462152544,0.4762555463450917,0.0149374457120841,16,0.7385424492862509,-0.0319008099,0.0142432078619943,5.063207704955356,0.002102191878613,0.9958000354534686,7,0.0135236664162283,6.61261175719719,11.900813210050496,0.1618990140709103,23.02322854328596,0.12694488129595516,0.24040165927938137,24.0,0.3802473763118441,11.805518924202033,0.15151455101589204,1.2268257692934565,0.10926946511324331,0.594098604501633,12.0,0.2762368815592204,11.99610749589896,0.21345172888461905,21.504694024487783,0.27357894111917114,0.23732741908283414,12.0,0.39374062968515744,pnp,0.1879667765383754,a,-,AR
WP_011243271.1,WP_010995305.1,Synpcc7942_0563,all1132,RBH,True,-0.0132800014230769,0.0915049075739201,6.85155835846963,0.4172544004833418,0.0298960297956419,16,0.2885048835462058,-0.031414372,0.0325283464192896,17.348624190304992,0.4532047379570328,0.2989850585926371,7,0.0631104432757325,-10.497065831835362,8.409206925499202,0.2732915401574637,20.25274361886491,0.22444377310460706,0.06933292711753854,24.0,0.6977136431784108,8.313631922395338,0.3730375450253354,19.781694846678736,0.30169904240022216,0.19869725583677808,12.0,0.8125937031484258,8.504781928603064,0.18224970085064515,21.224929474504908,0.1979930066852288,0.37051150544554134,12.0,0.31784107946026985,uvrB,0.093607163818149,AR,uvrB,AR
WP_049749327.1,WP_044521735.1,Synpcc7942_1082,all3375,RBH,True,-0.0643249319615385,0.0323591281272491,8.185528315453746,0.0394962229093329,0.769562683994242,16,0.0469571750563486,-0.1182010838000003,0.1510721741480681,14.98271158540441,0.5735778251009218,0.18183587124566,7,0.5826446280991735,-6.797183269950663,8.484166848578237,0.014675240480028504,1.8524674099835368,0.0009323723460823441,0.9902533332731684,24.0,0.005809595202398801,8.378501965708825,0.10188087106769243,20.149148535865937,0.04373270841841892,0.8177242099539276,12.0,0.13605697151424287,8.58983173144765,0.10381289944828052,7.057682646961394,0.05988535963312658,0.7573797198162046,12.0,0.12893553223388307,,0.0840439164469808,AR,-,AR
