protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed,mesor_vijayan,amplitude_vijayan,peak_time_h_vijayan,r2_vijayan,p_value_vijayan,n_points_vijayan,amp_pct_vijayan,mesor_markson,amplitude_markson,peak_time_h_markson,r2_markson,p_value_markson,n_points_markson,amp_pct_markson,repro_dphi_h
WP_011377512.1,WP_044521582.1,Synpcc7942_0260,alr2999,RBH,True,0.09252356537179493,0.07389388866756418,4.947465112556951,0.05321650674350498,0.7008569822987285,16,0.2129977460555973,-0.3329910627500007,0.21704283359550217,16.93995436428265,0.523869326175004,0.22670041855704465,7,0.7407963936889557,-11.992489251725697
WP_011243979.1,WP_010995247.1,Synpcc7942_2437,alr1073,RBH,True,0.027292773371794896,0.1138061963999073,18.484641993446974,0.3558691493476679,0.05732336167239907,16,0.39068369646882045,-0.11471316170000018,0.0672600827612654,12.617211992775346,0.6083458102102679,0.15339300437985148,7,0.21036814425244177,5.867430000671629
WP_039755993.1,WP_044522472.1,Synpcc7942_1089,alr5084,RBH,True,-0.020568912384615383,0.0886624816753683,12.664537286096328,0.5215575151986622,0.008296468947364171,16,0.27535687453042823,-0.05027772600000007,0.014632572071488254,16.296982083398166,0.01604567224401543,0.9681661191097313,7,0.014274981217129978,-3.6324447973018383
WP_011242949.1,WP_010995439.1,Synpcc7942_0903,all1267,RBH,True,0.06553416907692308,0.15158692172030686,2.3804689453850263,0.5807469268307448,0.003516378820910594,16,0.5375657400450788,-0.15700729615000023,0.22534888456830093,22.774138115472333,0.9139027746768604,0.007412732208343466,7,0.7558226897069872,3.606330829912693
WP_011378125.1,WP_010995954.1,Synpcc7942_1650,alr1786,RBH,True,0.04363461669230772,0.08746908351962544,23.722353893074427,0.42763157827923615,0.026600623951175618,16,0.2708489857250188,0.016205620400000117,0.18969707030802882,23.906466534161666,0.9098108445265652,0.008134083765011386,7,0.6863260706235913,-0.18411264108723913
WP_011378362.1,WP_010997727.1,Synpcc7942_2199,all3578,RBH,True,-0.03894231652564103,0.17417219562469602,12.865193862259215,0.5677117166786425,0.004290693774279677,16,0.6074380165289256,-0.1308311457000002,0.23529991511286918,10.099241304109986,0.9725510377266833,0.0007534455298819646,7,0.7700976709241172,2.7659525581492286
WP_011244356.1,WP_010998738.1,Synpcc7942_2047,all4607,RBH,True,-0.050717187294871846,0.08123988395508511,7.6212174643643475,0.40602037730632823,0.033846600083151414,16,0.24605559729526671,-0.21809033600000038,0.12956522750009236,22.422935933200794,0.7421647834977929,0.06647899886874001,7,0.5093914350112697,9.198281531163552
WP_039755577.1,WP_010998989.1,Synpcc7942_2252,all4861,RBH,True,-0.0027651080897435807,0.14436207058050943,19.94104895982116,0.614160037287008,0.0020494949150537795,16,0.5146506386175808,0.10071736470000013,0.09854734463063076,13.19946929864705,0.22673926726534122,0.5979321607893414,7,0.371900826446281,6.741579661174107
WP_011244535.1,WP_010999418.1,Synpcc7942_1869,alr5294,RBH,True,0.1630867565512821,0.21646067591947002,2.4774965991075915,0.5573631457671067,0.005003906772697105,16,0.7054845980465815,-0.06932866030000016,0.07583955484985717,18.624071994019435,0.27370438342821934,0.5275053226513832,7,0.2528174305033809,7.853424605088158
WP_011243571.1,WP_010995034.1,Synpcc7942_0254,all0860,RBH,True,0.0582492926538462,0.15818962534175435,22.988307556848767,0.538219758840992,0.006589155403084385,16,0.5570999248685199,0.04976572384999997,0.24548658973755105,20.068249961894892,0.7764174911444446,0.04998913826614452,7,0.786626596543952,2.9200575949538745
WP_011244354.1,WP_010999280.1,Synpcc7942_2049,alr5154,RBH,True,0.014711533076923104,0.0887978453169977,5.838334950287985,0.1653536942610645,0.3088631458844569,16,0.2764838467317806,0.2625490188500005,0.1042057133743216,21.923397690108448,0.4424212548253571,0.31089405707052936,7,0.40120210368144255,7.914937260179535
WP_039755798.1,WP_010996574.1,Synpcc7942_0876,alr2418,RBH,True,0.0843277006410257,0.06996208900755312,18.989187218756285,0.22646008358928604,0.1884246597654545,16,0.19797145003756575,0.1020793149500001,0.10522210337129718,13.81359405657739,0.3305923197998716,0.4481066423109174,7,0.4083395942900075,5.175593162178895
WP_011377725.1,WP_010994811.1,Synpcc7942_0781,all0635,RBH,True,0.04970642978205134,0.5500971388264754,10.098093946036407,0.8525621019095688,3.944203830446926e-06,16,0.9451540195341849,-0.007377862599999918,0.14374080119400387,7.51811968299982,0.5435708526685206,0.2083275665337414,7,0.5593538692712247,2.5799742630365863
WP_011242975.1,WP_010998468.1,Synpcc7942_0877,alr4330,RBH,True,0.020023226910256438,0.14398471714885688,17.629664323813227,0.63930676437093,0.0013225039723520295,16,0.5131480090157776,0.10471641985000012,0.07958037867916376,15.137825039684623,0.3928016652907246,0.3686898176737173,7,0.27122464312546957,2.491839284128604
WP_011244355.1,WP_010999281.1,Synpcc7942_2048,alr5155,RBH,True,0.1708612080128206,0.17260829077040937,4.779661571370651,0.30898046899840503,0.09050802663975557,16,0.5987978963185575,0.23895101715000022,0.16146396655022058,19.02460687382067,0.43950377820163933,0.3141560146502371,7,0.6149511645379414,9.75505469754998
WP_011242453.1,WP_010996931.1,Synpcc7942_1416,alr2780,RBH,True,-0.17052696396153852,0.3061304493803909,14.042709741850276,0.7551745140189681,0.00010655358451502111,16,0.8298271975957926,0.036114019350000026,0.2894530961012664,10.118303554580862,0.9771652558384608,0.0005214255409229481,7,0.836213373403456,3.9244061872694136
WP_011243248.1,WP_010995490.1,Synpcc7942_0587,all1318,RBH,True,-0.06700587121794879,0.1741121847019911,0.7230317675443985,0.7722482386065045,6.660415743738466e-05,16,0.6066867017280241,-0.18933066020000036,0.12287901887799844,22.243239126438564,0.2619979850998986,0.5446469739966096,7,0.48459804658151767,2.479792641105835
WP_011378240.1,WP_010997434.1,Synpcc7942_1920,alr3283,RBH,True,-0.061942600307692317,0.23644180209868565,19.743260302178914,0.7022722034144873,0.00038003709665683754,16,0.7381667918858001,-0.025222001750000226,0.2333920308683384,16.99007181987539,0.7652632636566561,0.05510133538912457,7,0.7670924117205109,2.753188482303525
WP_011242776.1,WP_010994888.1,Synpcc7942_1085,all0713,RBH,True,0.1393202828846155,0.08464094055944664,2.7536169012132192,0.2571098676151937,0.14488046576432762,16,0.2610818933132983,0.02715845570000002,0.04160537821388157,20.251408478154016,0.41256338852574725,0.34508177250035216,7,0.09616829451540196,6.502208423059205
WP_011244323.1,WP_010995653.1,Synpcc7942_2080,all1483,RBH,True,-0.028669440794871763,0.30951732550364824,12.644587004902833,0.7516725500875682,0.00011685861558807226,16,0.8324567993989481,-0.0387757220000001,0.2769665561295167,10.466778800384985,0.9414891979754438,0.0034235139535568056,7,0.8253193087903832,2.1778082045178486
WP_011378289.1,WP_010995301.1,Synpcc7942_2045,alr1128,RBH,True,-0.10968073108974367,0.13396579131416414,0.5723056915736243,0.42328402081164496,0.02794170481506012,16,0.4740796393688956,-0.26064090185000044,0.08395538565098551,21.70050398876858,0.46441680800753904,0.2868493555448333,7,0.2963936889556724,2.871801702805044
WP_011243804.1,WP_010997796.1,Synpcc7942_0003,all3652,RBH,True,0.10415557114102574,0.09478013688378481,21.850782415925526,0.4922929368495409,0.01220354015182434,16,0.30578512396694213,-0.017584970350000104,0.08092841691736287,14.859522193125223,0.1864097768031896,0.6619290512814358,7,0.2809917355371901,6.991260222800303
WP_011377486.1,WP_010995426.1,Synpcc7942_0194,alr1254,RBH,True,0.030915160538461557,0.09485785439478885,21.68611672615698,0.322742823279189,0.07941426174450314,16,0.3065364387678437,-0.06253647995000024,0.15674485760649212,15.757427503060786,0.9337912445043459,0.0043835993042833045,7,0.6021788129226145,5.9286892230961925
WP_011242967.1,WP_010998476.1,Synpcc7942_0885,all4338,RBH,True,-0.36315032857692314,0.1596513106765287,22.491570904439122,0.11727069789302946,0.44450743619904554,16,0.5608564988730278,-0.12472861975000028,0.08266268180853727,14.851028746670536,0.23441315247626804,0.586123221101326,7,0.2892561983471074,7.640542157768586
WP_011378463.1,WP_010998533.1,Synpcc7942_2440,all4396,RBH,True,0.027912765230769274,0.23658847629212176,11.675819462152544,0.4762555463450917,0.014937445712084173,16,0.7385424492862509,-0.03190080990000004,0.014243207861994327,5.063207704955356,0.0021021918786130467,0.9958000354534686,7,0.013523666416228399,6.61261175719719
WP_011243271.1,WP_010995305.1,Synpcc7942_0563,all1132,RBH,True,-0.013280001423076938,0.09150490757392019,6.85155835846963,0.41725440048334184,0.02989602979564197,16,0.28850488354620585,-0.03141437200000008,0.03252834641928968,17.348624190304992,0.45320473795703287,0.2989850585926371,7,0.06311044327573254,-10.497065831835362
WP_049749327.1,WP_044521735.1,Synpcc7942_1082,all3375,RBH,True,-0.0643249319615385,0.0323591281272491,8.185528315453746,0.03949622290933297,0.769562683994242,16,0.04695717505634861,-0.11820108380000034,0.1510721741480681,14.98271158540441,0.5735778251009218,0.18183587124566003,7,0.5826446280991735,-6.797183269950663
WP_011243295.1,WP_010997495.1,Synpcc7942_0538,alr3344,RBH,True,-0.10174890170512828,0.189401306045296,23.69109899523077,0.4779302109229321,0.014629707911908398,16,0.6487603305785123,-0.08461023585000019,0.2532449389801425,20.98495287344529,0.582068270994514,0.174666930109515,7,0.7967693463561232,2.70614612178548
WP_011377877.1,WP_010994770.1,Synpcc7942_1136,all0594,RBH,True,0.06342470803846158,0.06612381305971753,22.106492513905714,0.1956344816410568,0.24291111756745024,16,0.17543200601051842,-0.002642184850000012,0.012868127108099895,12.474385755472216,0.1860110040735785,0.662578085489304,7,0.011645379413974455,9.632106758433498
WP_011242912.1,WP_010997786.1,Synpcc7942_0942,all3642,RBH,True,0.049967883500000046,0.14851537139946439,10.782045389804509,0.49751468268615784,0.011410428262098682,16,0.52854996243426,-0.18955400765000022,0.06403304906312099,10.233478368086184,0.21234402951015918,0.620401927848293,7,0.19797145003756575,0.5485670217183252
WP_011378349.1,WP_010998628.1,Synpcc7942_2168,all4495,RBH,True,-0.0957722161025642,0.20036135066006172,22.918179592155415,0.6748535524376533,0.0006737729746207889,16,0.6701728024042074,-0.1705827527500003,0.1506454365069458,19.662440584922745,0.7288667569397838,0.0735132354923503,7,0.5807663410969196,3.2557390072326697
WP_011242493.1,WP_010995718.1,Synpcc7942_1377,all1549,RBH,True,-0.15487608621794882,0.0820484264514777,12.444793678486917,0.38670953941478925,0.04167065834667935,16,0.2516904583020286,-0.06083222525000012,0.026887303776147387,17.875139925375805,0.02169347213598527,0.957083662461344,7,0.04357625845229151,-5.430346246888888
WP_011242782.1,WP_010998919.1,Synpcc7942_1079,all4789,RBH,True,-0.05033717103846156,0.19969684572715207,14.863196761370428,0.6365694037903952,0.0013891196751589258,16,0.669045830202855,-0.1874206086500003,0.2628490896145306,10.11001387665762,0.853899927104,0.02134523130021652,7,0.80954169797145,4.753182884712807
WP_011378479.1,WP_010995910.1,Synpcc7942_2468,alr1742,RBH,True,-0.12437039115384614,0.23092979668218266,17.625399285208502,0.302833600315478,0.09587092358780158,16,0.7306536438767843,-0.4438095382000005,0.37385201989968486,0.8604958207482384,0.4904727771978499,0.2596179907764719,7,0.9027047332832456,-7.235096535539736
WP_011377984.1,WP_010994665.1,Synpcc7942_1324,alr0489,RBH,True,-0.03323673966666666,0.10022271800671116,13.994879216679907,0.23780453726329254,0.17117145188725275,16,0.3335837716003005,-0.0019279668500000002,0.1267227634864289,10.346585938906312,0.589968014494751,0.16812622913737674,7,0.4966190833959429,3.648293277773595
WP_011378455.1,WP_010997711.1,Synpcc7942_2423,alr3561,RBH,True,-0.009415924141025635,0.06939091205132257,13.102718467057196,0.5809814227835632,0.0035036144282231557,16,0.19421487603305784,0.08522198725000012,0.02540399264635248,15.286352614782947,0.0660079374257434,0.8723411729517141,7,0.04019534184823441,-2.1836341477257513
WP_011377764.1,WP_010996967.1,Synpcc7942_0854,alr2816,RBH,True,-0.0009037187564102496,0.12480923646964154,21.403096031403884,0.6851947514285428,0.0005461007452705353,16,0.4320060105184072,0.20432989565000056,0.29389520473944003,1.4909435596239005,0.39218610867628945,0.3694377264860714,7,0.8410969196093163,-4.087847528220017
WP_011378431.1,WP_010997294.1,Synpcc7942_2369,all3143,RBH,True,-0.14033357611538472,0.1548218828931587,3.8961763083486334,0.5000100202646663,0.01104710431407011,16,0.5465815176558978,-0.17202297810000042,0.2923247597543384,21.062909349644112,0.6672152311730257,0.1107457023632227,7,0.8395942900075132,6.83326695870452
WP_011378089.1,WP_010993963.1,Synpcc7942_1570,alr7635,RBH,True,-0.5512022516794876,0.6920019248530312,6.352070525794999,0.36402192952071577,0.052768398643045125,16,0.9722013523666416,-0.6512450100000021,1.4790291866162426,17.85556091030238,0.6277049546228655,0.1386036008123627,7,0.9977460555972952,-11.50349038450738
WP_011378067.1,WP_010998279.1,Synpcc7942_1525,all4140,RBH,True,-0.05940706950000004,0.1718721436734908,0.3415296206379348,0.4594835440213999,0.01833403193870583,16,0.5980465815176559,-0.012204747049999992,0.12309701250275928,22.876429929600896,0.736588728290881,0.06938549806341533,7,0.48534936138241924,1.4650996910370395
WP_011243925.1,WP_010999389.1,Synpcc7942_2491,all5265,RBH,True,-0.2583722945769232,0.14106342023069304,21.90985889555392,0.7467764273030685,0.00013267126110237193,16,0.5018782870022539,-0.04182369610000015,0.13801611258306018,18.722270552991777,0.4887445172257401,0.2613821686667416,7,0.5405709992486852,3.187588342562144
WP_011243527.1,WP_010995433.1,Synpcc7942_0297,alr1261,RBH,True,-0.1135223427307693,0.038153195339095655,22.2676541367317,0.03003811307174764,0.8201727825110873,16,0.06273478587528174,-0.19440598715000015,0.10844175272027089,9.96382408453044,0.13646412356318915,0.745694209893491,7,0.4237415477084899,-11.69616994779874
WP_011378279.1,WP_010997973.1,Synpcc7942_2020,alr3832,RBH,True,-0.10700746446153857,0.018204836799698646,14.71894262023305,0.019014948160275713,0.8826845662115026,16,0.015026296018031555,-0.014804584049999996,0.023736791023121432,2.621845424785121,0.03501837698753307,0.9311895327517749,7,0.035311795642374154,-11.90290280455207
WP_011377966.1,WP_010999084.1,Synpcc7942_1293,alr4958,RBH,True,0.14519849382051286,0.32440698667204093,23.69259392814957,0.8596800850259741,2.859404087199287e-06,16,0.8444778362133734,0.07721299835000003,0.20180061407819397,20.1245405611374,0.7249890462050708,0.07563102470719671,7,0.7129977460555973,3.568053367012169
WP_011377813.1,WP_010998129.1,Synpcc7942_0976,all3989,RBH,True,-0.05693052539743595,0.0660315611753492,11.355959130756421,0.32825353179949346,0.07530694787194515,16,0.1750563486100676,-0.24627364605000035,0.05983580919512542,17.168098772409913,0.17418504038231175,0.681970347528364,7,0.17993989481592787,-5.812139641653491
WP_011242393.1,WP_010995909.1,Synpcc7942_1622,all1741,RBH,True,0.0812279437307693,0.08143979671406192,15.937525580254063,0.45842984753115856,0.01856759638584294,16,0.24793388429752067,-0.09685815980000019,0.09653315612250403,10.825038106718397,0.4076911176029988,0.3508298121663846,7,0.36250939143501126,5.112487473535666
WP_011377576.1,WP_010994775.1,Synpcc7942_0430,alr0599,RBH,True,-0.15957335551282062,0.10430039909995233,1.1754093196962538,0.4405542811820147,0.022931195969258945,16,0.35086401202103684,-0.16763733720000032,0.17975060063219933,20.006767045466216,0.6031529362281098,0.15748759202437065,7,0.6675432006010519,5.168642274230038
WP_011377978.1,WP_010996592.1,Synpcc7942_1313,all2436,RBH,True,0.08116401112820518,0.1757697702082076,20.846854591790912,0.5835489312286014,0.0033664012268598458,16,0.6115702479338843,0.06564751429999993,0.14228967790748165,16.237577316638664,0.7486455440101545,0.06317906254595118,7,0.5529676934635612,4.609277275152248
WP_011377840.1,WP_044521749.1,Synpcc7942_1037,all3401,RBH,True,-0.01185814955128204,0.1347065925937759,18.44602570253161,0.7399266104999191,0.00015780598331773386,16,0.47858752817430505,-0.1893884529500003,0.008484063489482685,8.677832859095654,0.01389190932372708,0.9724091664972048,7,0.004132231404958678,9.768192843435955
WP_011377593.1,WP_010996664.1,Synpcc7942_0479,all2508,RBH,True,0.012124129666666667,0.10087435638704224,1.7718571092276898,0.47672087209226066,0.014851392642782011,16,0.33583771600300527,0.05066907324999997,0.11905268874369299,17.068715300740557,0.9024416588094806,0.0095176299358458,7,0.46769346356123215,8.703141808487132
WP_011378530.1,WP_010994511.1,Synpcc7942_2606,alr0335,RBH,True,-0.04540357778205131,0.08080076666262678,22.89134647472228,0.33173921456831135,0.07280292850975381,16,0.2434259954921112,-0.06694850520000004,0.04306505172291506,5.23598777381418,0.12391722758226509,0.7675210241271447,7,0.10180315552216379,-6.344641299091901
WP_011244786.1,WP_010997030.1,Synpcc7942_1490,alr2879,RBH,True,-0.009197352923076925,0.05049424493386089,9.365506114477908,0.13050617115851626,0.4029324790903629,16,0.11419984973703982,-0.1513527445000003,0.0677744934842313,20.78766645995337,0.19436654099164785,0.6490452702737624,7,0.2129977460555973,-11.422160345475463
WP_011244730.1,WP_010998383.1,Synpcc7942_1669,all4245,RBH,True,-0.0817393837435897,0.7013003526208406,12.082541127931934,0.877051383466175,1.2111660832890498e-06,16,0.9725770097670924,-0.1968180032500003,0.30436603982999966,8.344549323510106,0.970759712427764,0.0008549944173070565,7,0.8508640120210368,3.737991804421828
WP_011378523.1,WP_010997141.1,Synpcc7942_2580,alr2990,RBH,True,0.04625471102564104,0.08550815691932075,22.797451000967843,0.29890794054341174,0.09943466483220693,16,0.2622088655146506,0.07613763584999994,0.21899997860175904,19.019449687170578,0.8469813841512075,0.023414696796280332,7,0.7449286250939143,3.7780013137972652
WP_011244099.1,WP_010997806.1,Synpcc7942_2313,alr3662,RBH,True,0.11322445164102575,0.5841166666656878,11.044667063007937,0.663228116079683,0.0008466089815709638,16,0.9526671675432006,-0.09172385959999964,0.7557010652554923,3.4204937228984993,0.6718512074887478,0.10768163002659283,7,0.9759579263711495,7.6241733401094365
WP_011377772.1,WP_010998535.1,Synpcc7942_0874,alr4398,RBH,True,0.006306309948717942,0.06689301476684176,4.7469139847968815,0.15672703617689865,0.33021222545475526,16,0.17993989481592787,0.03816261749999993,0.14438669173576374,14.311383948300085,0.6973900205414716,0.09157279966789099,7,0.5612321562734786,-9.564469963503203
WP_011378236.1,WP_010999865.1,Synpcc7942_1905,all7315,RBH,True,-0.2067887629615386,0.17507978539460498,0.9787157407699034,0.49120604023207415,0.012374357382186027,16,0.6093163035311796,-0.1218899445500002,0.16057016062500867,21.99514981548473,0.6758996618341266,0.10504102919923347,7,0.6119459053343351,2.9835659252851734
WP_011378262.1,WP_010998097.1,Synpcc7942_1977,alr3956,RBH,True,0.06121660694871797,0.09447415724842222,21.614754327036977,0.15118241897614304,0.3445826294111866,16,0.30503380916604056,-0.34449048590000064,0.09893280682743777,15.956757880967963,0.22283236747867974,0.6039895290387939,7,0.3745304282494365,5.6579964460690135
WP_011377931.1,WP_010994788.1,Synpcc7942_1235,alr0612,RBH,True,0.026362768756410304,0.13110212031399548,14.78695416984007,0.31962988229247624,0.08181708468941504,16,0.46431254695717505,-0.0322132044500002,0.32642078562708865,11.65723595893414,0.5343893177285419,0.21679330744529268,7,0.8692712246431255,3.1297182109059314
WP_039755667.1,WP_010995022.1,Synpcc7942_1703,all0848,RBH,True,-0.22620464992307704,0.15474959838501373,19.450234361368118,0.4321345631672965,0.02526942354860927,16,0.546205860255447,0.08496705810000012,0.03394735222339086,7.319013582114926,0.03451468961546689,0.9321618845683183,7,0.06836964688204357,-11.86877922074681
WP_011378253.1,WP_010999179.1,Synpcc7942_1959,alr5053,RBH,True,0.1427508223461539,0.20736132176066507,0.9559503321347095,0.8445595682874985,5.5611672892161065e-06,16,0.6908339594290007,-0.09209175080000025,0.32078101268574327,20.134609986719116,0.7628166476750118,0.056255942620119494,7,0.8670172802404207,4.821340345415592
WP_173282570.1,WP_010996997.1,Synpcc7942_0189,all2846,RBH,True,-0.03060206820512823,0.07808041329079872,21.16447270243532,0.2772752655852825,0.12115015337259294,16,0.23027798647633357,0.07139936755000005,0.08503329660841656,16.960889586045436,0.2027733424677819,0.6355703434799925,7,0.3009015777610819,4.203583116389883
WP_011244591.1,WP_010996479.1,Synpcc7942_1813,alr2323,RBH,True,-0.1788551991923078,0.07323207911304004,23.66983997384495,0.04192346147468895,0.7570095077714966,16,0.21111945905334334,0.0009796947500002485,0.3199724731029066,2.7558533453284264,0.691170168557188,0.09537586478899564,7,0.8655146506386175,-3.0860133714834745
WP_011244459.1,WP_010996881.1,Synpcc7942_1945,alr2728,RBH,True,-0.025405365102564133,0.22500903946084133,0.3712736886169701,0.44275802506778106,0.022350376730399073,16,0.7212622088655146,-0.13212570325000045,0.19070157448294256,16.958662783906668,0.5719098121070474,0.18326120897022347,7,0.6885800150262961,7.412610904710302
WP_011377461.1,WP_010998744.1,Synpcc7942_0139,all4613,RBH,True,-0.2179057734743591,0.16157220089833235,5.1210457859119805,0.5516133101383941,0.005441800671812584,16,0.5664913598797896,-0.22131797290000033,0.09342525892896009,17.59005714656653,0.3433735487225157,0.4311582965172625,7,0.345229151014275,11.530988639345452
WP_011243497.1,WP_010994197.1,Synpcc7942_0328,alr0020,RBH,True,0.14701555766666677,0.05993933478217839,4.831314291827537,0.06238310804661373,0.6579081237016903,16,0.14951164537941397,0.12072835860000004,0.16324681348425674,18.061226238991306,0.3615239846657926,0.40765162215704703,7,0.6202103681442525,10.770088052836229
WP_011244516.1,WP_010996606.1,Synpcc7942_1889,alr2450,RBH,True,-0.2938422460512824,0.7566215813515555,3.735714940268676,0.8661463036385088,2.1042502942287525e-06,16,0.9778362133734034,-0.06354800840000004,0.19668921584720037,0.6203066867190687,0.6469745084376743,0.12462699769282162,7,0.7009767092411721,3.1154082535496066
WP_011243334.1,WP_010996517.1,Synpcc7942_0498,alr2361,RBH,True,-0.00515408526923075,0.28043343333000986,11.893027466322742,0.7447591434255969,0.0001396935188388005,16,0.7960180315552217,-0.06915827925000001,0.16436995436362933,7.985523408555991,0.7619203300754864,0.05668192923136533,7,0.6243425995492111,3.907504057766751
WP_011377402.1,WP_010998250.1,Synpcc7942_0018,alr4111,RBH,True,-0.14179354737179495,0.10644973308590108,20.50330724131204,0.25022998381339123,0.1538269561596926,16,0.3610067618332081,-0.08976714035000016,0.01320001277063589,21.438668171452303,0.052936346827699876,0.8969295631600626,7,0.012021036814425245,-0.9353609301402628
WP_011378428.1,WP_010998516.1,Synpcc7942_2365,all4379,RBH,True,-0.08557056556410261,0.15417194644171317,22.048965761381627,0.48389018233039227,0.013577624169963338,16,0.5424492862509391,0.038099620250000195,0.1847503502507151,23.392330765771153,0.5199989551799525,0.23040100302833727,7,0.6784372652141247,-1.3433650043895256
WP_196794073.1,WP_010997742.1,Synpcc7942_1566,alr3593,RBH,True,0.008326052564102621,0.21552535903155254,18.595163656493032,0.6848632311281948,0.0005498497171011635,16,0.7032306536438768,-0.0873316118500002,0.11289522249358132,13.82233148948066,0.5925295482977105,0.16603216901046786,7,0.44552967693463563,4.772832167012371
WP_407830101.1,WP_010994226.1,Synpcc7942_0611,all0049,RBH,True,0.07445975560256417,0.09970612516999582,22.72980677140638,0.47915858067531336,0.014407407472223252,16,0.3313298271975958,-0.025051202200000174,0.13323871471527904,14.970358951849242,0.3204677251124849,0.4617641126138014,7,0.5251690458302029,7.759447819557138
WP_011244823.1,WP_010997708.1,Synpcc7942_1527,all3558,RBH,True,0.03349309048717951,0.07178038531107131,8.311918580483695,0.3120689332684329,0.08791075221365341,16,0.20586025544703232,0.025349939200000095,0.07184431454826674,0.7464485151037329,0.36147219991636736,0.4077177514796435,7,0.23065364387678436,7.565470065379962
WP_011243718.1,WP_010998148.1,Synpcc7942_0098,all4008,RBH,True,-0.18890906289743603,0.05808285758910296,21.159615617408466,0.12849297017240102,0.40903532394574366,16,0.14124718256949662,-0.23362101395000046,0.08314484343977359,19.001784340196057,0.2010021630691482,0.6383975434201801,7,0.2930127723516153,2.1578312772124093
WP_011378301.1,WP_010996600.1,Synpcc7942_2071,all2444,RBH,True,-0.0722982975384616,0.14230563137087968,4.994034345345498,0.6645471623310487,0.0008252861467908642,16,0.5063861758076634,-0.017564848599999957,0.19649639749088196,23.96852667038274,0.8475679184522665,0.023235539484974865,7,0.7002253944402704,5.025507674962757
